,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
12906,99046,97042,Mulino,OR,Portland,Clackamas,12907,156300.0,157100.0,157800.0,158300.0,158900.0,159400.0,159900.0,160300.0,161000.0,161700.0,162500.0,163100.0,163600.0,164100.0,164600.0,165100.0,165500.0,165900.0,166400.0,166900.0,167700.0,168700.0,169600.0,170500.0,171400.0,172200.0,173000.0,173700.0,174400.0,175100.0,175700.0,176400.0,177300.0,178400.0,179400.0,180300.0,181200.0,182000.0,182600.0,183200.0,183700.0,184100.0,184500.0,185000.0,185600.0,186300.0,187100.0,187800.0,188400.0,188900.0,189300.0,189600.0,189900.0,190100.0,190400.0,190700.0,191200.0,191900.0,192700.0,193600.0,194500.0,195100.0,195700.0,196100.0,196600.0,197100.0,197600.0,198100.0,198800.0,199800.0,200900.0,202000.0,203000.0,203800.0,204400.0,204900.0,205300.0,205700.0,206100.0,206700.0,207700.0,208800.0,209500.0,209600.0,209400.0,209300.0,209600.0,210500.0,211900.0,213700.0,215500.0,217200.0,218700.0,219900.0,221200.0,222900.0,225100.0,227500.0,230100.0,232700.0,235700.0,239500.0,243800.0,248200.0,252500.0,256700.0,261100.0,266100.0,272100.0,278700.0,285700.0,292700.0,299000.0,304600.0,310000.0,315700.0,321600.0,327000.0,331000.0,333600.0,335600.0,337300.0,339400.0,341900.0,344500.0,346300.0,347300.0,347700.0,348300.0,349500.0,351200.0,353300.0,355500.0,357500.0,359500.0,362100.0,365000.0,367000.0,367600.0,367000.0,365800.0,364200.0,362300.0,360200.0,357600.0,354000.0,349700.0,345000.0,340000.0,334400.0,328500.0,322900.0,318100.0,314000.0,310200.0,305800.0,300500.0,294300.0,288600.0,284700.0,282800.0,281000.0,278900.0,276700.0,275300.0,274800.0,275300.0,275200.0,275200.0,277400.0,278400.0,274100.0,265900.0,260800.0,260600.0,263400.0,264000.0,262700.0,260500.0,258600.0,256200.0,253700.0,251900.0,251700.0,251800.0,251400.0,250200.0,246600.0,241600.0,237600.0,235300.0,234400.0,234000.0,233800.0,234600.0,235700.0,237600.0,240300.0,242700.0,243900.0,245200.0,245200.0,243500.0,243000.0,245600.0,247600.0,249000.0,251800.0,255000.0,256000.0,254900.0,254400.0,257400.0,262600.0,267900.0,272300.0,275600.0,279100.0,282900.0,286400,290900,296200,301200,306800,312200,316700,320100,321100,321400,323400,326200,329200,333200,336100,338100,340300,342200,345000,348900,353800,360200,366900,371000,373700,375000,375000,377100,382200,386700,389500,392800,395800,396800,397400,399300,403000,407800,411900,413400,414100,416500,419400,424200,431300,436100
12950,99412,97753,Powell Butte,OR,Prineville,Crook,12951,165700.0,165800.0,165900.0,165900.0,165900.0,165900.0,166000.0,166100.0,166300.0,166700.0,167300.0,167800.0,168300.0,168700.0,169000.0,169200.0,169500.0,169700.0,170000.0,170200.0,170600.0,171200.0,172000.0,172700.0,173300.0,173700.0,174000.0,174300.0,174500.0,174600.0,174900.0,175100.0,175500.0,176100.0,176900.0,177700.0,178500.0,179200.0,179800.0,180300.0,180800.0,181400.0,182000.0,182700.0,183300.0,184200.0,185300.0,186300.0,187200.0,187800.0,188200.0,188400.0,188600.0,188700.0,188900.0,188900.0,189100.0,189500.0,190200.0,190900.0,191400.0,191900.0,192100.0,192300.0,192400.0,192600.0,192900.0,193200.0,193600.0,194400.0,195500.0,196700.0,197700.0,198500.0,199100.0,199500.0,199800.0,200300.0,200600.0,202100.0,203700.0,203300.0,200700.0,198100.0,196200.0,195500.0,196200.0,197900.0,200300.0,203000.0,205600.0,207700.0,209600.0,211900.0,214900.0,218700.0,223300.0,228400.0,233600.0,238800.0,244000.0,249400.0,255400.0,262100.0,270200.0,279500.0,289200.0,298400.0,307300.0,316100.0,325700.0,336400.0,347700.0,359200.0,370700.0,381700.0,392200.0,402600.0,413500.0,425300.0,437400.0,448600.0,457900.0,464800.0,469200.0,471000.0,471200.0,470400.0,468900.0,467200.0,464600.0,461300.0,457700.0,453900.0,449400.0,445100.0,441600.0,438800.0,436300.0,434200.0,431900.0,429100.0,425500.0,421700.0,417700.0,412800.0,405800.0,398200.0,391400.0,385100.0,378900.0,373300.0,367700.0,362000.0,355800.0,349600.0,343500.0,337500.0,331000.0,324800.0,319500.0,314900.0,311500.0,309600.0,308400.0,306300.0,306100.0,305800.0,301400.0,296400.0,295500.0,295400.0,293300.0,290800.0,288400.0,284200.0,279000.0,275600.0,272700.0,269900.0,268900.0,267800.0,266500.0,265800.0,264700.0,262900.0,262400.0,262100.0,261800.0,262000.0,264200.0,267600.0,269400.0,271300.0,274100.0,276400.0,278000.0,280800.0,283300.0,285700.0,290800.0,297800.0,302600.0,306400.0,311700.0,317400.0,320200.0,323900.0,330200.0,335600.0,336700.0,336100.0,333400.0,333000.0,337200.0,341000.0,342900.0,343000.0,342200.0,343800,349000,352300,356300,362400,370200,374300,371800,368100,372800,381500,387200,390200,393400,395900,398000,400500,401800,403300,403500,404500,408100,417000,428800,436700,439200,447800,461600,471400,477500,481200,482200,481200,478700,479500,485900,490700,494500,497400,499400,504500,510800,511500,512600,519300,524500
12987,99469,97883,Union,OR,La Grande,Union,12988,78400.0,78900.0,79400.0,79800.0,80200.0,80600.0,81000.0,81500.0,81900.0,82400.0,82900.0,83400.0,83900.0,84300.0,84600.0,84900.0,85200.0,85400.0,85600.0,85900.0,86200.0,86500.0,86800.0,87100.0,87500.0,87800.0,88000.0,88000.0,88100.0,88200.0,88300.0,88400.0,88500.0,88800.0,89000.0,89300.0,89600.0,89900.0,90100.0,90200.0,90300.0,90400.0,90600.0,90700.0,90900.0,91200.0,91500.0,91900.0,92300.0,92600.0,92800.0,92900.0,93000.0,93000.0,93200.0,93300.0,93500.0,93700.0,94000.0,94400.0,94800.0,95000.0,95100.0,95100.0,94900.0,94900.0,95000.0,95100.0,95100.0,95200.0,95400.0,95800.0,96300.0,96700.0,96700.0,96600.0,96500.0,96500.0,96500.0,96700.0,97000.0,97400.0,97800.0,98200.0,98700.0,99000.0,99200.0,99400.0,99800.0,100300.0,101000.0,101800.0,102400.0,102800.0,103100.0,103300.0,103400.0,103400.0,103300.0,103200.0,103100.0,103000.0,103400.0,104000.0,104700.0,104800.0,103800.0,101400.0,98800.0,97200.0,97200.0,98400.0,99500.0,99900.0,99600.0,99100.0,98700.0,98700.0,99400.0,100900.0,102800.0,104600.0,106000.0,107200.0,108200.0,108900.0,109100.0,108800.0,108500.0,108500.0,108800.0,109500.0,110100.0,110300.0,110300.0,110300.0,110800.0,111700.0,112900.0,114100.0,115300.0,116100.0,116800.0,117700.0,118400.0,118600.0,118200.0,117700.0,117300.0,117100.0,117200.0,117600.0,118200.0,118500.0,118800.0,119300.0,119700.0,119700.0,119200.0,118500.0,117800.0,117300.0,117000.0,116900.0,116900.0,116900.0,117100.0,116600.0,115900.0,115500.0,115800.0,115400.0,114400.0,113300.0,112500.0,111300.0,109700.0,108100.0,106900.0,105600.0,104600.0,104500.0,104700.0,105200.0,106100.0,107100.0,107500.0,107500.0,107300.0,107500.0,107900.0,107900.0,108100.0,108900.0,109700.0,110000.0,110100.0,110000.0,109500.0,109000.0,109000.0,109100.0,108600.0,108100.0,108100.0,107700.0,107600.0,107800.0,108700.0,109000.0,109200.0,109100.0,109500.0,110100.0,111000.0,112300.0,113100.0,113600.0,114300.0,115000,115200,115600,116100,116800,117300,117900,118700,119900,120500,121500,123300,124900,125700,126400,127400,128400,129700,131300,132800,134100,135900,136400,134600,132600,131900,132300,133600,135500,136900,137700,138100,138400,138700,139400,140100,141100,142700,144200,145200,147000,148800,149900,150500,151900,153400
13016,99371,97623,Bonanza,OR,Klamath Falls,Klamath,13017,65300.0,65300.0,65200.0,65200.0,65100.0,65100.0,65000.0,65000.0,65000.0,64900.0,64800.0,64800.0,64600.0,64400.0,64200.0,64000.0,63700.0,63400.0,63200.0,63000.0,62700.0,62400.0,62100.0,61800.0,61400.0,61000.0,60600.0,60200.0,59900.0,59600.0,59300.0,59100.0,58900.0,58800.0,58700.0,58700.0,58600.0,58600.0,58500.0,58600.0,58700.0,58800.0,59000.0,59100.0,59300.0,59500.0,59700.0,60000.0,60100.0,60300.0,60400.0,60600.0,60900.0,61200.0,61600.0,62000.0,62500.0,62900.0,63400.0,64000.0,64400.0,64900.0,65400.0,65900.0,66300.0,66800.0,67300.0,67700.0,68100.0,68500.0,68800.0,69000.0,69200.0,69300.0,69300.0,69300.0,69400.0,69600.0,69700.0,70000.0,70300.0,70600.0,70800.0,71500.0,73100.0,75400.0,77800.0,79800.0,81200.0,82300.0,83200.0,84100.0,84800.0,85100.0,85100.0,84500.0,83400.0,81900.0,80500.0,79700.0,79700.0,80500.0,82200.0,84500.0,87600.0,90900.0,94300.0,97400.0,100200.0,102500.0,104300.0,105900.0,107200.0,108300.0,109200.0,110000.0,111000.0,112700.0,115100.0,118300.0,122100.0,126300.0,131000.0,136200.0,141100.0,144800.0,146700.0,146700.0,145500.0,143900.0,142400.0,141300.0,140700.0,140300.0,140200.0,140700.0,141500.0,142300.0,142800.0,143000.0,143300.0,143800.0,144200.0,144600.0,145400.0,145500.0,144200.0,141800.0,138800.0,135700.0,132900.0,130000.0,127200.0,124500.0,121700.0,119000.0,116500.0,113600.0,110900.0,109500.0,109200.0,109200.0,109200.0,109300.0,109700.0,110000.0,110300.0,110100.0,108800.0,107800.0,107600.0,107000.0,105200.0,102600.0,100000.0,98900.0,99000.0,98400.0,96700.0,95500.0,94000.0,93000.0,92800.0,92600.0,92000.0,92500.0,93200.0,93000.0,91700.0,90100.0,89000.0,87500.0,86800.0,87300.0,87500.0,87300.0,87200.0,87400.0,88600.0,89900.0,90400.0,92100.0,95400.0,98400.0,100700.0,101800.0,101800.0,101000.0,100900.0,103500.0,107800.0,110100.0,110900.0,110700.0,108800.0,106100.0,104600.0,104100.0,104300.0,104500,103700,100200,96200,95000,95000,95300,96500,98700,100500,101900,102600,104300,107800,111700,115000,118700,122300,124400,126600,130300,133200,133600,134700,137900,139900,137900,133600,131500,132300,133500,133000,132800,134200,136200,136700,136100,136200,137000,137800,135500,132700,133200,135600,135800,135100
13034,99336,97498,Yachats,OR,Newport,Lincoln,13035,137900.0,138300.0,138700.0,139200.0,139700.0,140200.0,140800.0,141400.0,141900.0,142400.0,142700.0,142800.0,143000.0,143100.0,143100.0,143000.0,142900.0,142700.0,142500.0,142200.0,141900.0,141500.0,140900.0,140300.0,139600.0,138800.0,138200.0,137500.0,137000.0,136600.0,136300.0,136100.0,136000.0,136000.0,136000.0,136000.0,136100.0,136400.0,136800.0,137300.0,137900.0,138700.0,139600.0,140500.0,141500.0,142500.0,143400.0,144200.0,144900.0,145600.0,146200.0,146800.0,147400.0,147900.0,148400.0,148800.0,149100.0,149200.0,149200.0,149000.0,148600.0,148100.0,147600.0,147000.0,146500.0,146000.0,145600.0,145200.0,144900.0,144600.0,144300.0,143900.0,143500.0,143200.0,143000.0,142800.0,142700.0,142800.0,143000.0,143600.0,145300.0,148200.0,151800.0,155600.0,159300.0,162500.0,165200.0,167200.0,168700.0,170100.0,171300.0,172500.0,173600.0,174800.0,176200.0,177900.0,179800.0,182100.0,184900.0,188400.0,192300.0,196300.0,200300.0,203900.0,207100.0,209700.0,212100.0,214800.0,218400.0,223000.0,228500.0,235000.0,241900.0,249300.0,257000.0,264800.0,272300.0,278700.0,284200.0,289500.0,294700.0,299400.0,303500.0,307000.0,309900.0,312000.0,313200.0,313800.0,313400.0,312600.0,311500.0,310100.0,308100.0,305600.0,303200.0,300900.0,298900.0,296700.0,294500.0,292500.0,291200.0,291100.0,292200.0,293200.0,293100.0,292100.0,291300.0,289900.0,287700.0,285100.0,282800.0,280600.0,278500.0,276400.0,275000.0,273200.0,270700.0,267800.0,265100.0,262300.0,260000.0,258800.0,258600.0,258600.0,258700.0,259000.0,260100.0,260000.0,257600.0,255100.0,253500.0,251800.0,249300.0,247300.0,245600.0,243800.0,242400.0,241200.0,236900.0,233400.0,233900.0,235200.0,233800.0,231500.0,230600.0,231400.0,230900.0,228100.0,226500.0,225200.0,223000.0,220300.0,217800.0,215800.0,216300.0,219200.0,222600.0,225400.0,227000.0,228700.0,229200.0,228300.0,228100.0,229600.0,231400.0,231900.0,230500.0,228100.0,225800.0,224500.0,225500.0,226900.0,226600.0,225400.0,225600.0,227100.0,229000.0,232000.0,234300.0,237800,237600,231100,223100,219800,218200,218700,220700,221600,221500,221200,221400,222000,224300,227000,229200,230500,231800,233400,234300,233900,235000,238800,243300,245900,248100,251600,255000,256700,258400,260800,262800,263600,263000,262600,264100,264800,264600,265200,269900,276700,282400,284700,288000,293900,297900
13036,99225,97366,Newport,OR,Newport,Lincoln,13037,142000.0,142600.0,143300.0,143900.0,144500.0,145100.0,145600.0,145900.0,146200.0,146600.0,146900.0,147200.0,147400.0,147600.0,147700.0,147700.0,147600.0,147500.0,147200.0,146800.0,146400.0,146100.0,145800.0,145400.0,145100.0,144800.0,144600.0,144500.0,144300.0,144100.0,144000.0,143800.0,143600.0,143600.0,143800.0,144000.0,144300.0,144700.0,145100.0,145600.0,146100.0,146500.0,147000.0,147300.0,147700.0,148100.0,148600.0,149100.0,149600.0,150000.0,150500.0,150900.0,151100.0,151200.0,151200.0,150900.0,150600.0,150400.0,150200.0,150000.0,149700.0,149500.0,149300.0,148900.0,148500.0,147900.0,147300.0,146600.0,145800.0,145200.0,145000.0,144700.0,144600.0,144700.0,144800.0,144900.0,145000.0,144900.0,144700.0,145100.0,146700.0,148500.0,149800.0,151000.0,152200.0,153300.0,153800.0,154000.0,153800.0,153500.0,153600.0,153800.0,154200.0,154800.0,155900.0,157200.0,158700.0,160400.0,162300.0,164200.0,166000.0,167700.0,169500.0,171300.0,172800.0,174300.0,176100.0,178900.0,183000.0,188300.0,194600.0,201700.0,209500.0,217900.0,226700.0,235000.0,242100.0,247300.0,250100.0,250700.0,249700.0,247900.0,246900.0,247700.0,250100.0,253700.0,257800.0,262300.0,267500.0,273700.0,280600.0,287300.0,292900.0,296900.0,299900.0,301900.0,302700.0,302700.0,302300.0,301800.0,301500.0,301800.0,302800.0,303500.0,303200.0,301300.0,297500.0,292800.0,288800.0,285000.0,280700.0,276200.0,271700.0,267600.0,264200.0,260700.0,257200.0,254000.0,251500.0,249600.0,247800.0,245900.0,244200.0,242600.0,241300.0,240600.0,240700.0,240500.0,239000.0,237400.0,235600.0,232800.0,230200.0,227600.0,225500.0,222900.0,220100.0,217500.0,213900.0,210200.0,209300.0,209700.0,209900.0,209400.0,207600.0,206200.0,205200.0,204300.0,203900.0,202700.0,200800.0,199400.0,199000.0,198700.0,199000.0,199900.0,202100.0,204300.0,205400.0,205700.0,206300.0,207400.0,208100.0,208500.0,207300.0,206400.0,206500.0,207300.0,206600.0,205200.0,204500.0,206300.0,207800.0,207000.0,206100.0,208100.0,211900.0,215500.0,217100.0,218000,218500,218500,218500,218000,216900,217300,219300,221100,222100,222100,222900,225300,228600,231400,234100,236600,238600,240200,241600,242000,241500,242000,243600,245100,245600,246400,247400,248800,250200,251800,253900,255500,258100,261800,265400,268200,271800,275700,279100,281200,283200,286900,291600,295400,297400
13037,99300,97455,Pleasant Hill,OR,Eugene,Lane,13038,185500.0,185900.0,186300.0,186800.0,187300.0,187800.0,188300.0,189000.0,189900.0,190700.0,191400.0,192000.0,192500.0,192900.0,193300.0,193700.0,194000.0,194100.0,194300.0,194400.0,194600.0,194600.0,194400.0,194100.0,193700.0,193200.0,192700.0,192200.0,191600.0,191100.0,190700.0,190400.0,190100.0,189900.0,189700.0,189400.0,189200.0,189100.0,188900.0,188900.0,188900.0,189200.0,189500.0,190200.0,191100.0,192000.0,193000.0,194000.0,195100.0,196200.0,197400.0,198700.0,200100.0,201600.0,203100.0,204700.0,206500.0,208200.0,209600.0,210900.0,212100.0,213100.0,213900.0,214500.0,215000.0,215400.0,215700.0,216100.0,216500.0,216800.0,216900.0,216800.0,216500.0,216000.0,215500.0,214900.0,214400.0,213800.0,213500.0,212700.0,212300.0,213800.0,216700.0,219700.0,223100.0,226600.0,229400.0,231200.0,232200.0,232900.0,233800.0,235200.0,236800.0,238300.0,239400.0,240200.0,240900.0,241700.0,243100.0,245400.0,248800.0,253200.0,258300.0,264200.0,270100.0,275500.0,280300.0,285000.0,289900.0,294700.0,299500.0,304500.0,309500.0,314000.0,317700.0,320600.0,322500.0,324000.0,325400.0,327800.0,331700.0,336700.0,342300.0,348400.0,354600.0,360500.0,365400.0,369200.0,371600.0,373300.0,373600.0,372800.0,371700.0,370600.0,369100.0,367500.0,364900.0,361700.0,358900.0,356600.0,354400.0,353100.0,351900.0,351200.0,350700.0,349600.0,346700.0,343700.0,340400.0,337600.0,335700.0,334500.0,333100.0,332400.0,331100.0,329300.0,327400.0,325200.0,323000.0,323000.0,323900.0,325200.0,326600.0,327200.0,327100.0,322400.0,319900.0,316800.0,309400.0,301900.0,301700.0,301000.0,299500.0,296200.0,291900.0,288700.0,288000.0,288600.0,289600.0,291300.0,292000.0,291700.0,288700.0,284400.0,281200.0,281200.0,281500.0,280300.0,278700.0,278500.0,277500.0,275700.0,277500.0,280600.0,282700.0,284500.0,285100.0,282300.0,277600.0,274400.0,273800.0,273400.0,273000.0,275000.0,279400.0,283200.0,284500.0,284000.0,285800.0,290700.0,296800.0,301600.0,304900.0,308500.0,312000.0,313900.0,313200.0,313200.0,314800.0,317500,319100,319900,320800,321100,320600,320000,318300,316800,318200,320700,321400,322600,324000,325700,328100,330000,329800,330100,333200,338500,343200,346300,349800,354300,357200,358500,360500,365100,371100,377800,381800,381800,382200,385700,389400,391600,393100,394900,397500,399800,401700,403300,405600,409200,411400
13116,99289,97443,Glide,OR,Roseburg,Douglas,13117,92500.0,92700.0,92900.0,93100.0,93300.0,93500.0,93700.0,93900.0,94300.0,94700.0,95300.0,95800.0,96400.0,97000.0,97600.0,98200.0,98800.0,99500.0,100200.0,101000.0,102000.0,103100.0,104200.0,105300.0,106500.0,107700.0,108700.0,109700.0,110600.0,111500.0,112200.0,113000.0,113800.0,114600.0,115400.0,116000.0,116700.0,117200.0,117600.0,117900.0,118000.0,118200.0,118300.0,118500.0,118700.0,119100.0,119400.0,119800.0,120200.0,120600.0,120900.0,121100.0,121200.0,121400.0,121500.0,121800.0,122100.0,122500.0,122800.0,123300.0,123800.0,124200.0,124500.0,124600.0,124500.0,124400.0,124400.0,124400.0,124400.0,124500.0,124700.0,125000.0,125200.0,125400.0,125500.0,125400.0,125200.0,124900.0,124700.0,124400.0,124200.0,124300.0,124600.0,125100.0,125800.0,126700.0,127600.0,128600.0,129700.0,130900.0,132200.0,133600.0,134800.0,135500.0,135700.0,135300.0,135000.0,135500.0,137100.0,140000.0,143500.0,147400.0,151500.0,155500.0,159200.0,162500.0,165400.0,168300.0,171400.0,174300.0,177000.0,179300.0,180900.0,181600.0,181700.0,181700.0,181700.0,181600.0,181800.0,182600.0,184000.0,185800.0,188100.0,191200.0,194700.0,198100.0,201300.0,204000.0,206100.0,207900.0,209800.0,211400.0,211100.0,208400.0,204600.0,201300.0,198000.0,194500.0,191900.0,191100.0,192100.0,194500.0,198300.0,202900.0,205900.0,205800.0,203300.0,200800.0,198700.0,196200.0,193500.0,191400.0,188800.0,185900.0,183500.0,181800.0,179200.0,175800.0,173000.0,172400.0,171900.0,170200.0,168000.0,166400.0,164400.0,162600.0,162300.0,161500.0,159900.0,158600.0,160400.0,160300.0,159900.0,161600.0,162900.0,161200.0,159800.0,158600.0,153500.0,146500.0,143300.0,147700.0,150700.0,148400.0,144900.0,145100.0,147300.0,148400.0,147900.0,148100.0,148500.0,147400.0,146700.0,145400.0,143700.0,143500.0,144700.0,143800.0,141700.0,140800.0,141900.0,141400.0,142000.0,146500.0,153000.0,156300.0,157200.0,158000.0,159700.0,161000.0,161800.0,162400.0,164500.0,168800.0,171600.0,171600.0,169900.0,167300.0,166700.0,168000,167800,166500,166400,168000,168900,170400,173200,175900,176100,175100,175000,176300,177800,179500,180600,182200,182300,179500,174900,172400,172100,173900,176600,180900,185900,189500,192300,195200,197600,199600,203600,208800,213200,216200,219700,222600,224000,223800,223900,224500,224200,223600,224900,228200,229700
13175,99333,97495,Winchester,OR,Roseburg,Douglas,13176,186100.0,186700.0,187000.0,186900.0,186800.0,186500.0,186400.0,186200.0,186300.0,186600.0,186800.0,186900.0,186800.0,186300.0,185300.0,184000.0,182300.0,180500.0,178700.0,176800.0,175200.0,173800.0,172500.0,171100.0,169600.0,168000.0,166100.0,164000.0,161900.0,160000.0,158300.0,156900.0,156000.0,155600.0,155400.0,155500.0,155700.0,155800.0,155800.0,155700.0,155700.0,155800.0,156200.0,156900.0,158100.0,159800.0,161800.0,164000.0,166300.0,168300.0,170100.0,171500.0,172800.0,174000.0,175200.0,176600.0,178200.0,180000.0,182100.0,184200.0,186100.0,187400.0,188000.0,187900.0,187400.0,186800.0,186100.0,185500.0,185300.0,185600.0,186200.0,187100.0,187700.0,187900.0,187400.0,186300.0,185000.0,183700.0,182400.0,181700.0,182100.0,183300.0,184400.0,185300.0,186200.0,187800.0,190700.0,194900.0,199400.0,203400.0,206500.0,208500.0,209100.0,208100.0,205400.0,201800.0,198900.0,198500.0,200800.0,205400.0,211700.0,219200.0,227300.0,235100.0,242000.0,248500.0,255300.0,263600.0,273000.0,282500.0,291200.0,299400.0,307200.0,315100.0,323200.0,330900.0,337000.0,341100.0,343200.0,343900.0,343300.0,341600.0,339600.0,338200.0,336300.0,333900.0,332200.0,332000.0,332800.0,334500.0,337400.0,342000.0,347000.0,350000.0,351300.0,352100.0,351100.0,347900.0,344400.0,342500.0,342100.0,342700.0,344800.0,348100.0,349200.0,345200.0,337600.0,331800.0,328000.0,324100.0,319800.0,316800.0,313600.0,310100.0,307400.0,306700.0,305400.0,301700.0,297600.0,295800.0,293600.0,289400.0,285300.0,282500.0,279700.0,276900.0,276800.0,273800.0,268300.0,264200.0,266200.0,264000.0,262600.0,264400.0,265500.0,262600.0,260700.0,258300.0,249600.0,239600.0,237000.0,245200.0,249000.0,245800.0,241400.0,242200.0,245400.0,246500.0,245000.0,244300.0,244000.0,242800.0,242900.0,242500.0,241600.0,242600.0,244600.0,243400.0,240300.0,239300.0,239000.0,240400.0,246600.0,255100.0,258100.0,256600.0,255600.0,257800.0,260500.0,262300.0,263800.0,265500.0,271400.0,278600.0,282300.0,281900.0,280400.0,276000.0,274100.0,274900,275000,274300,274700,276200,277200,277900,279800,283300,285100,286000,287700,290000,291700,293300,294800,295800,295100,292500,289000,288600,292900,298200,303100,307600,310800,312300,315000,317800,318900,319700,322100,326100,329400,332800,336500,340200,342800,344700,345700,347000,347700,347300,347700,349900,351900
13368,99281,97435,Drain,OR,Roseburg,Douglas,13369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112600,113400,112900,112300,111900,110900,111100,112200,114300,116300,117500,117400,118200,120200,122700,124100,124200,124100,123200,122100,122400,123600,124200,123900,123500,121800,118700,117100,118600,119200,119400,120900,124200,128300,133300,138000,142200,145900,150000,153100,154400,154700,154500,156000,159400,161600
